,Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA,Color
40,3/2/17,2017,3,2,Thursday,9,2017-09,419.26,420.21,415.37,416.29,474600,416.29,-0.006823298,421.56071430000003,412.2441463,Red
41,3/3/17,2017,3,3,Friday,9,2017-09,415.38,417.25,412.41,416.09,515600,416.09,-0.000480464,421.7557143,412.3357143,Red
42,3/6/17,2017,3,6,Monday,10,2017-10,411.1,417.57,410.01,411.68,699700,411.68,-0.010598676999999999,421.58,412.32046510000004,Red
43,3/7/17,2017,3,7,Tuesday,10,2017-10,410.51,412.57,402.16,404.9,933100,404.9,-0.016469099999999997,420.5342857,412.1518182,Red
44,3/8/17,2017,3,8,Wednesday,10,2017-10,404.01,407.0,402.85,406.5,507200,406.5,0.003951608,419.33142860000004,412.0262222,Red
45,3/9/17,2017,3,9,Thursday,10,2017-10,407.08,412.68,406.25,410.48,542900,410.48,0.009790925,418.31142860000006,411.9926087,Red
46,3/10/17,2017,3,10,Friday,10,2017-10,411.35,412.98,404.41,407.75,615100,407.75,-0.006650776999999999,416.89285710000007,411.90234039999996,Red
47,3/13/17,2017,3,13,Monday,11,2017-11,408.0,409.76,403.57,405.87,641500,405.87,-0.00461068,415.0007143,411.77666669999996,Red
48,3/14/17,2017,3,14,Tuesday,11,2017-11,404.85,404.85,397.81,403.1,733300,403.1,-0.006824818000000001,413.25,411.5995918,Red
49,3/15/17,2017,3,15,Wednesday,11,2017-11,403.11,405.39,399.04,400.96,834700,400.96,-0.005308893,411.72,411.3868,Red
50,3/16/17,2017,3,16,Thursday,11,2017-11,400.96,402.49,399.63,400.95,578800,400.95,-2.49e-05,410.295,411.9104,Red
51,3/17/17,2017,3,17,Friday,11,2017-11,400.9,403.47,400.03,402.58,555900,402.58,0.004065281,408.9314286,412.3248,Red
52,3/20/17,2017,3,20,Monday,12,2017-12,402.55,402.9,394.19,396.37,773700,396.37,-0.015425485,407.3335714,412.4144,Green
53,3/21/17,2017,3,21,Tuesday,12,2017-12,403.34,408.6,400.5,407.52,1160500,407.52,0.028130267,406.5028571,412.596,Green
54,3/22/17,2017,3,22,Wednesday,12,2017-12,405.99,417.76,405.15,416.31,975200,416.31,0.021569515,406.50428569999997,413.02099999999996,Green
55,3/23/17,2017,3,23,Thursday,12,2017-12,417.0,418.67,413.38,414.88,590600,414.88,-0.003434923,406.41785710000005,413.029,Green
56,3/24/17,2017,3,24,Friday,12,2017-12,414.82,417.78,412.67,414.02,463100,414.02,-0.002072927,406.585,413.0308,Green
57,3/27/17,2017,3,27,Monday,13,2017-13,409.87,415.44,409.49,414.96,584000,414.96,0.0022704279999999997,407.30357139999995,413.14300000000003,Green
58,3/28/17,2017,3,28,Tuesday,13,2017-13,415.71,428.31,415.11,426.23,941700,426.23,0.027159292,408.71285710000006,413.4526,Green
59,3/29/17,2017,3,29,Wednesday,13,2017-13,426.58,439.88,426.35,434.34,1439400,434.34,0.019027251000000002,410.41714289999993,414.022,Green
60,3/30/17,2017,3,30,Thursday,13,2017-13,436.77,450.0,435.95,443.92,1714700,443.92,0.022056492999999996,413.0007143,414.7056,Green
61,3/31/17,2017,3,31,Friday,13,2017-13,447.13,453.08,444.15,445.52,914400,445.52,0.003604198,415.83285710000007,415.4386,Green
62,4/3/17,2017,4,3,Monday,14,2017-14,449.2,459.45,447.75,452.75,1356500,452.75,0.016228253,419.37928569999997,416.3896,Green
63,4/4/17,2017,4,4,Tuesday,14,2017-14,455.25,459.36,448.4,449.41,976600,449.41,-0.007377132,422.84,417.2234,Green
64,4/5/17,2017,4,5,Wednesday,14,2017-14,454.69,458.83,447.07,452.44,793600,452.44,0.00674217,426.51785710000007,417.9146,Green
65,4/6/17,2017,4,6,Thursday,14,2017-14,452.85,455.18,448.79,450.29,485500,450.29,-0.0047519979999999995,429.92571430000004,418.5296,Green
66,4/7/17,2017,4,7,Friday,14,2017-14,449.75,450.67,446.76,447.34,531700,447.34,-0.0065513609999999995,433.56642860000005,419.1018,Green
67,4/10/17,2017,4,10,Monday,15,2017-15,447.24,456.89,445.4,454.28,692200,454.28,0.015513932,436.9064286,419.8554,Green
68,4/11/17,2017,4,11,Tuesday,15,2017-15,454.99,459.93,445.25,453.0,824300,453.0,-0.002817643,439.52714289999994,420.5564,Green
69,4/12/17,2017,4,12,Wednesday,15,2017-15,451.89,459.24,450.47,458.35,831600,458.35,0.011810168000000001,442.63214289999996,421.2946,Green
70,4/13/17,2017,4,13,Thursday,15,2017-15,457.03,466.77,455.51,463.62,974200,463.62,0.01149774,446.175,422.1624,Green
71,4/17/17,2017,4,17,Monday,16,2017-16,465.0,471.5,461.7,469.89,735700,469.89,0.013524049,450.09857139999997,423.0942,Green
72,4/18/17,2017,4,18,Tuesday,16,2017-16,471.0,471.57,464.14,468.51,486900,468.51,-0.002936868,453.11857139999995,424.3828,Green
73,4/19/17,2017,4,19,Wednesday,16,2017-16,474.05,481.77,473.0,476.96,1101900,476.96,0.018035862,456.16285710000005,426.0102,Green
74,4/20/17,2017,4,20,Thursday,16,2017-16,477.48,483.5,475.49,478.39,629100,478.39,0.0029982040000000004,458.625,427.6052,Green
75,4/21/17,2017,4,21,Friday,16,2017-16,479.0,481.99,476.42,479.09,798700,479.09,0.001463203,461.02285710000007,429.1282,Green
76,4/24/17,2017,4,24,Monday,17,2017-17,482.75,482.82,465.2,468.79,1145100,468.79,-0.021499067,462.16857139999996,430.1978,Red
77,4/25/17,2017,4,25,Tuesday,17,2017-17,471.1,474.27,468.27,471.76,2025400,471.76,0.006335461999999999,463.765,431.3658,Red
78,4/26/17,2017,4,26,Wednesday,17,2017-17,474.66,497.48,474.6,482.99,3910000,482.99,0.023804435,465.94714289999996,432.7428,Red
79,4/27/17,2017,4,27,Thursday,17,2017-17,485.23,488.0,481.05,482.0,981800,482.0,-0.002049712,468.21214289999995,433.99199999999996,Red
80,4/28/17,2017,4,28,Friday,17,2017-17,481.87,481.87,473.45,474.47,937700,474.47,-0.015622404,470.15,435.0146,Red
81,5/1/17,2017,5,1,Monday,18,2017-18,473.01,482.97,465.99,477.58,982700,477.58,0.006554651,471.81428569999997,436.07099999999997,Green
82,5/2/17,2017,5,2,Tuesday,18,2017-18,480.49,490.67,480.39,486.86,1043200,486.86,0.019431297,474.23285710000005,437.256,Green
83,5/3/17,2017,5,3,Wednesday,18,2017-18,487.23,490.45,479.34,479.97,945000,479.97,-0.01415188,475.77714289999994,438.2082,Green
84,5/4/17,2017,5,4,Thursday,18,2017-18,480.48,481.95,470.85,472.4,782400,472.4,-0.015771834,476.4042857,439.10400000000004,Green
85,5/5/17,2017,5,5,Friday,18,2017-18,472.59,475.8,466.48,475.3,963700,475.3,0.0061388530000000005,476.7907143,440.1624,Green
86,5/8/17,2017,5,8,Monday,19,2017-19,475.66,476.16,468.07,471.15,568900,471.15,-0.008731315,476.9792857,441.1674,Green
87,5/9/17,2017,5,9,Tuesday,19,2017-19,472.29,480.64,471.97,479.13,812900,479.13,0.016937305,477.13428569999996,442.3166,Green
88,5/10/17,2017,5,10,Wednesday,19,2017-19,479.84,488.06,477.81,486.42,778700,486.42,0.015215095,477.70785710000007,443.6702,Green
89,5/11/17,2017,5,11,Thursday,19,2017-19,485.9,491.6,481.35,488.52,681600,488.52,0.004317206,478.38142860000005,445.0576,Green
90,5/12/17,2017,5,12,Friday,19,2017-19,490.46,495.97,488.47,489.33,731600,489.33,0.001658064,479.84857139999997,446.5184,Green
91,5/15/17,2017,5,15,Monday,20,2017-20,488.75,495.95,485.46,495.31,719700,495.31,0.012220813999999998,481.5307143,448.1028,Red
92,5/16/17,2017,5,16,Tuesday,20,2017-20,496.58,499.0,491.0,496.14,915100,496.14,0.0016757529999999999,482.47,449.792,Red
93,5/17/17,2017,5,17,Wednesday,20,2017-20,496.14,496.14,478.97,479.83,800100,479.83,-0.032873841,482.315,451.2906,Red
94,5/18/17,2017,5,18,Thursday,20,2017-20,479.15,486.32,476.04,484.74,631600,484.74,0.010232799,483.04857139999996,452.8554,Red
95,5/19/17,2017,5,19,Friday,20,2017-20,487.85,489.66,483.62,484.99,590700,484.99,0.00051574,483.5778571000001,454.3456,Red
96,5/22/17,2017,5,22,Monday,21,2017-21,485.17,485.78,476.59,482.79,617500,482.79,-0.0045361379999999995,483.28714289999994,455.8464,Red
97,5/23/17,2017,5,23,Tuesday,21,2017-21,484.56,484.56,474.0,475.0,546000,475.0,-0.016135397,482.9321429,457.22900000000004,Red
98,5/24/17,2017,5,24,Wednesday,21,2017-21,476.43,480.0,474.29,478.8,419000,478.8,0.007999974,483.38928569999996,458.74300000000005,Red
99,5/25/17,2017,5,25,Thursday,21,2017-21,483.45,484.86,480.0,481.39,654500,481.39,0.005409413,483.82428569999996,460.3516,Red
100,5/26/17,2017,5,26,Friday,21,2017-21,483.01,483.25,478.94,480.15,477700,480.15,-0.002575917,484.46714289999994,461.9356,Red
101,5/30/17,2017,5,30,Tuesday,22,2017-22,475.28,477.85,472.42,475.7,607300,475.7,-0.009267899,484.22214289999994,463.398,Red
102,5/31/17,2017,5,31,Wednesday,22,2017-22,476.92,478.0,471.53,477.35,651700,477.35,0.00346856,483.57428569999996,465.0176,Red
103,6/1/17,2017,6,1,Thursday,22,2017-22,479.81,484.69,477.36,483.6,585700,483.6,0.013093118,483.22285710000006,466.5392,Red
104,6/2/17,2017,6,2,Friday,22,2017-22,484.88,487.52,477.01,478.07,607900,478.07,-0.011435068,482.41857139999996,467.7744,Red
105,6/5/17,2017,6,5,Monday,23,2017-23,478.25,478.78,471.05,472.6,703800,472.6,-0.011441841000000001,480.7964286,468.9288,Red
106,6/6/17,2017,6,6,Tuesday,23,2017-23,471.0,474.45,469.0,470.48,745400,470.48,-0.004485813,478.9635714,470.05800000000005,Red
107,6/7/17,2017,6,7,Wednesday,23,2017-23,470.04,471.43,459.57,462.23,1123500,462.23,-0.017535283,477.70642860000004,471.0034,Red
108,6/8/17,2017,6,8,Thursday,23,2017-23,462.23,464.49,457.02,459.69,739800,459.69,-0.005495118,475.91714289999993,471.6726,Red
109,6/9/17,2017,6,9,Friday,23,2017-23,461.37,466.05,459.53,460.85,736300,460.85,0.0025234479999999998,474.1928571,472.2028,Red
110,6/12/17,2017,6,12,Monday,24,2017-24,459.79,464.34,452.2,461.55,776200,461.55,0.001518893,472.67571430000004,472.5554,Red
111,6/13/17,2017,6,13,Tuesday,24,2017-24,461.78,468.04,461.38,464.22,543600,464.22,0.005784885,471.9057143,472.9294,Red
112,6/14/17,2017,6,14,Wednesday,24,2017-24,463.79,468.0,459.2,459.69,417200,459.69,-0.009758302,470.5407143,473.0682,Red
113,6/15/17,2017,6,15,Thursday,24,2017-24,456.55,459.66,452.4,455.67,600500,455.67,-0.008745000000000001,468.7035714,473.1934,Red
114,6/16/17,2017,6,16,Friday,24,2017-24,455.67,457.55,450.1,451.09,903600,451.09,-0.010051171,466.6278571,473.1664,Red
115,6/19/17,2017,6,19,Monday,25,2017-25,452.97,459.32,448.68,458.91,1147400,458.91,0.017335803,465.42857139999995,473.3388,Red
116,6/20/17,2017,6,20,Tuesday,25,2017-25,444.6,444.6,424.76,425.6,3317100,425.6,-0.072585033,461.73214289999993,472.904,Red
117,6/21/17,2017,6,21,Wednesday,25,2017-25,425.15,427.98,414.3,417.6,1537500,417.6,-0.018796992,457.01785710000007,472.1704,Red
118,6/22/17,2017,6,22,Thursday,25,2017-25,417.0,425.16,417.0,420.92,1154100,420.92,0.007950209,452.93571430000003,471.5288,Red
119,6/23/17,2017,6,23,Friday,25,2017-25,422.15,422.93,415.0,415.28,1104500,415.28,-0.013399255,448.84142860000003,470.6674,Red
120,6/26/17,2017,6,26,Monday,26,2017-26,416.02,418.0,410.98,413.99,999400,413.99,-0.003106358,444.8064286,469.6748,Green
121,6/27/17,2017,6,27,Tuesday,26,2017-26,414.25,420.8,413.8,413.98,1135800,413.98,-2.4100000000000003e-05,441.36,468.5566,Green
122,6/28/17,2017,6,28,Wednesday,26,2017-26,414.39,419.94,414.39,416.87,671000,416.87,0.006980975,438.3014286,467.5238,Green
123,6/29/17,2017,6,29,Thursday,26,2017-26,416.45,422.7,415.56,419.18,778200,419.18,0.00554129,435.325,466.3682,Green
124,6/30/17,2017,6,30,Friday,26,2017-26,420.76,423.75,415.83,416.1,740100,416.1,-0.007347647,432.0785714,465.1224,Green
125,7/3/17,2017,7,3,Monday,27,2017-27,415.81,418.71,414.41,417.33,422800,417.33,0.0029559729999999998,428.7292857,463.8872,Red
126,7/5/17,2017,7,5,Wednesday,27,2017-27,418.2,419.73,411.34,413.25,969500,413.25,-0.009776404,425.41214289999994,462.7764,Red
127,7/6/17,2017,7,6,Thursday,27,2017-27,411.76,413.26,406.33,412.76,1126000,412.76,-0.001185699,422.34714289999994,461.5964,Red
128,7/7/17,2017,7,7,Friday,27,2017-27,413.67,417.41,413.24,413.89,618600,413.89,0.00273768,419.69,460.2144,Red
129,7/10/17,2017,7,10,Monday,28,2017-28,413.0,413.95,407.0,407.55,811600,407.55,-0.015318143999999999,416.02142860000004,458.7254,Red
130,7/11/17,2017,7,11,Tuesday,28,2017-28,407.0,407.07,394.75,396.08,1427600,396.08,-0.02814379,413.91285710000005,457.1576,Red
131,7/12/17,2017,7,12,Wednesday,28,2017-28,396.0,399.15,390.55,396.95,1092800,396.95,0.002196591,412.43785710000003,455.545,Red
132,7/13/17,2017,7,13,Thursday,28,2017-28,398.01,401.2,393.0,400.04,926100,400.04,0.007784346,410.94642860000005,453.8086,Red
133,7/14/17,2017,7,14,Friday,28,2017-28,398.8,401.9,395.14,395.83,1105100,395.83,-0.010524002,409.5571429,452.1258,Red
134,7/17/17,2017,7,17,Monday,29,2017-29,395.7,397.75,391.01,392.0,829500,392.0,-0.009675837,407.9864286,450.5178,Red
135,7/18/17,2017,7,18,Tuesday,29,2017-29,395.25,395.25,362.4,374.98,7624900,374.98,-0.04341833900000001,405.2007143,448.5114,Red
136,7/19/17,2017,7,19,Wednesday,29,2017-29,369.8,380.0,362.62,372.83,3233500,372.83,-0.005733704,402.055,446.545,Red
137,7/20/17,2017,7,20,Thursday,29,2017-29,372.83,373.96,355.71,356.05,4454800,356.05,-0.045007106,397.54571430000004,444.0834,Red
138,7/21/17,2017,7,21,Friday,29,2017-29,355.55,358.58,344.21,345.34,3198300,345.34,-0.030080022,392.4914286,441.2618,Red
139,7/24/17,2017,7,24,Monday,30,2017-30,344.75,346.37,336.52,339.98,2557100,339.98,-0.015520893999999999,386.96642860000003,438.291,Green
140,7/25/17,2017,7,25,Tuesday,30,2017-30,340.0,350.89,339.0,348.62,3527100,348.62,0.025413212,382.35,435.4768,Green
141,7/26/17,2017,7,26,Wednesday,30,2017-30,354.35,355.55,340.05,340.6,3621400,340.6,-0.02300496,377.1957143,432.3826,Green
142,7/27/17,2017,7,27,Thursday,30,2017-30,339.62,351.46,337.5,349.84,1701100,349.84,0.027128567000000003,372.62071430000003,429.4566,Green
143,7/28/17,2017,7,28,Friday,30,2017-30,349.75,357.99,349.24,350.5,1741100,350.5,0.0018865870000000001,368.54571430000004,426.87,Green
144,7/31/17,2017,7,31,Monday,31,2017-31,351.0,353.14,342.11,343.77,1234200,343.77,-0.019201173000000002,364.8092857,424.0506,Red
145,8/1/17,2017,8,1,Tuesday,31,2017-31,344.08,347.74,340.63,347.24,897500,347.24,0.010093962,361.2585714,421.2956,Red
146,8/2/17,2017,8,2,Wednesday,31,2017-31,348.0,352.42,346.13,351.06,995900,351.06,0.011001058000000001,357.76,418.661,Red
147,8/3/17,2017,8,3,Thursday,31,2017-31,351.84,355.48,345.15,345.36,922600,345.36,-0.016236576000000003,354.155,416.0682,Red
148,8/4/17,2017,8,4,Friday,31,2017-31,344.43,345.38,339.21,344.56,829800,344.56,-0.002316388,350.76642860000004,413.3834,Red
149,8/7/17,2017,8,7,Monday,32,2017-32,345.32,345.73,336.91,339.45,961200,339.45,-0.014830466,348.22857139999996,410.5446,Red
150,8/8/17,2017,8,8,Tuesday,32,2017-32,338.0,338.95,332.34,333.64,1078100,333.64,-0.017115915,345.4292857,407.6144,Red
151,8/9/17,2017,8,9,Wednesday,32,2017-32,331.25,336.36,328.88,334.61,666800,334.61,0.002907237,343.89785710000007,404.7926,Red
152,8/10/17,2017,8,10,Thursday,32,2017-32,331.55,332.94,322.3,322.65,1236500,322.65,-0.03574308,342.27714289999994,401.6986,Red
153,8/11/17,2017,8,11,Friday,32,2017-32,321.94,328.76,320.01,326.41,968200,326.41,0.011653525,341.30785710000004,398.5548,Red
154,8/14/17,2017,8,14,Monday,33,2017-33,329.21,329.45,322.38,322.4,817500,322.4,-0.012285193,339.435,395.4414,Red
155,8/15/17,2017,8,15,Tuesday,33,2017-33,322.39,334.91,317.41,322.78,2235000,322.78,0.001178675,338.16214289999994,392.445,Red
156,8/16/17,2017,8,16,Wednesday,33,2017-33,322.9,327.27,319.01,320.13,1020200,320.13,-0.008209906999999999,336.04,389.43800000000005,Red
157,8/17/17,2017,8,17,Thursday,33,2017-33,319.98,325.94,317.41,317.92,1099700,317.92,-0.006903419,333.71285710000006,386.5518,Red
158,8/18/17,2017,8,18,Friday,33,2017-33,317.34,317.95,311.01,311.24,1216300,311.24,-0.021011647,331.38928569999996,383.5828,Red
159,8/21/17,2017,8,21,Monday,34,2017-34,311.25,312.27,304.5,308.59,1310200,308.59,-0.00851431,328.62857139999994,380.5376,Red
160,8/22/17,2017,8,22,Tuesday,34,2017-34,305.0,310.0,304.1,305.51,1070400,305.51,-0.009980837,325.375,377.4168,Red
161,8/23/17,2017,8,23,Wednesday,34,2017-34,303.16,305.5,296.0,297.09,1758900,297.09,-0.027560516,321.9271429,374.0742,Red
162,8/24/17,2017,8,24,Thursday,34,2017-34,301.57,307.55,298.6,301.92,2025300,301.92,0.016257757,318.88142860000005,370.9188,Red
163,8/25/17,2017,8,25,Friday,34,2017-34,301.97,312.92,300.85,308.79,1654100,308.79,0.022754355,316.69142860000005,367.9812,Red
164,8/28/17,2017,8,28,Monday,35,2017-35,309.38,314.27,305.33,312.02,1760300,312.02,0.01046012,315.14714289999995,365.1998,Green
165,8/29/17,2017,8,29,Tuesday,35,2017-35,310.06,315.69,309.0,310.37,1202100,310.37,-0.005288103000000001,313.4157143,362.22900000000004,Green
166,8/30/17,2017,8,30,Wednesday,35,2017-35,310.37,316.04,308.37,315.13,1122200,315.13,0.015336566000000001,312.87857139999994,360.0196,Green
167,8/31/17,2017,8,31,Thursday,35,2017-35,316.51,317.82,313.21,316.71,899500,316.71,0.005013760999999999,312.18571430000003,358.0018,Green
168,9/1/17,2017,9,1,Friday,35,2017-35,316.94,321.58,315.62,319.95,1006100,319.95,0.010230245,312.0107143,355.9824,Green
169,9/5/17,2017,9,5,Tuesday,36,2017-36,319.3,319.89,305.55,308.32,2069200,308.32,-0.036349442999999995,310.97785710000005,353.8432,Red
170,9/6/17,2017,9,6,Wednesday,36,2017-36,309.99,318.25,309.33,317.88,1250600,317.88,0.031006738,310.81714289999996,351.921,Red
171,9/7/17,2017,9,7,Thursday,36,2017-36,318.45,319.4,314.16,317.25,975000,317.25,-0.001981895,310.7692857,349.9864,Red
172,9/8/17,2017,9,8,Friday,36,2017-36,308.44,309.7,299.0,300.03,2091100,300.03,-0.054278964000000006,309.9685714,347.6496,Red
173,9/11/17,2017,9,11,Monday,37,2017-37,302.0,308.2,301.75,305.14,1339100,305.14,0.017031683,309.72214289999994,345.3688,Green
174,9/12/17,2017,9,12,Tuesday,37,2017-37,305.35,309.89,304.21,308.83,836000,308.83,0.012092717,309.9592857,343.2234,Green
175,9/13/17,2017,9,13,Wednesday,37,2017-37,309.0,317.47,306.21,311.6,1286100,311.6,0.0089694,310.99571430000003,341.1088,Green
176,9/14/17,2017,9,14,Thursday,37,2017-37,311.0,311.56,308.04,310.59,696000,310.59,-0.003241366,311.615,339.0556,Green
177,9/15/17,2017,9,15,Friday,37,2017-37,310.0,314.67,308.61,313.09,1377800,313.09,0.008049197,311.9221428999999,337.0622,Green
178,9/18/17,2017,9,18,Monday,38,2017-38,313.91,313.91,301.01,301.87,1497500,301.87,-0.035836345,311.19714289999996,334.8218,Green
179,9/19/17,2017,9,19,Tuesday,38,2017-38,302.66,304.77,295.11,303.41,1733500,303.41,0.0051015620000000005,310.7,332.73900000000003,Green
180,9/20/17,2017,9,20,Wednesday,38,2017-38,303.16,312.66,302.23,312.39,1680700,312.39,0.029596951,310.50428569999997,331.0652,Green
181,9/21/17,2017,9,21,Thursday,38,2017-38,312.4,314.29,310.89,313.22,850500,313.22,0.002656892,310.255,329.3906,Green
182,9/22/17,2017,9,22,Friday,38,2017-38,313.0,317.34,312.09,314.31,931300,314.31,0.00347997,309.85214289999993,327.676,Green
183,9/25/17,2017,9,25,Monday,39,2017-39,313.1,323.88,313.1,320.83,1239600,320.83,0.020743817,310.74571430000003,326.176,Red
184,9/26/17,2017,9,26,Tuesday,39,2017-39,320.91,326.45,318.4,319.21,807900,319.21,-0.005049388,310.8407143,324.7202,Red
185,9/27/17,2017,9,27,Wednesday,39,2017-39,320.4,322.72,311.07,313.85,1293000,313.85,-0.016791408,310.59785710000006,323.4976,Red
186,9/28/17,2017,9,28,Thursday,39,2017-39,315.0,317.08,312.11,316.53,612000,316.53,0.008539088,311.77642860000003,322.3716,Red
187,9/29/17,2017,9,29,Friday,39,2017-39,315.85,316.49,307.09,307.83,1195800,307.83,-0.027485585,311.9685714,321.4072,Red
188,10/2/17,2017,10,2,Monday,40,2017-40,307.91,307.91,298.2,301.81,1691400,301.81,-0.019556214,311.46714289999994,320.5366,Red
189,10/3/17,2017,10,3,Tuesday,40,2017-40,301.5,303.75,300.0,302.99,833600,302.99,0.00390972,310.85214289999993,319.7968,Red
190,10/4/17,2017,10,4,Wednesday,40,2017-40,304.2,310.25,303.62,306.81,938800,306.81,0.012607701,310.58214289999995,318.9606,Red
191,10/5/17,2017,10,5,Thursday,40,2017-40,308.28,312.04,306.35,310.35,868900,310.35,0.011538113000000001,310.38642860000004,318.3556,Red
192,10/6/17,2017,10,6,Friday,40,2017-40,308.86,309.74,303.2,307.64,1051500,307.64,-0.008732049,310.79857139999996,317.5116,Red
193,10/9/17,2017,10,9,Monday,41,2017-41,308.27,309.26,303.71,303.92,681500,303.92,-0.012092058999999999,310.835,316.58,Green
194,10/10/17,2017,10,10,Tuesday,41,2017-41,304.21,314.5,304.01,310.88,1152400,310.88,0.022900734,310.72714289999993,315.9222,Green
195,10/11/17,2017,10,11,Wednesday,41,2017-41,307.73,312.59,304.53,311.49,995100,311.49,0.001962125,310.60357139999996,315.2072,Green
196,10/12/17,2017,10,12,Thursday,41,2017-41,310.0,314.31,308.18,314.17,774400,314.17,0.008603882,310.5935714,314.4694,Green
197,10/13/17,2017,10,13,Friday,41,2017-41,311.82,328.62,311.75,326.45,2119000,326.45,0.039087113,310.995,314.0912,Green
198,10/16/17,2017,10,16,Monday,42,2017-42,327.62,331.99,319.5,320.39,1758300,320.39,-0.018563325,311.07928569999996,313.6078,Red
199,10/17/17,2017,10,17,Tuesday,42,2017-42,320.57,329.71,320.47,329.3,1055700,329.3,0.027809772000000003,312.18285710000004,313.4048,Red
200,10/18/17,2017,10,18,Wednesday,42,2017-42,319.97,325.28,317.83,318.24,1523500,318.24,-0.033586389,312.305,313.0968,Red
201,10/19/17,2017,10,19,Thursday,42,2017-42,315.85,326.0,315.52,325.27,919000,325.27,0.022090243,313.55071430000004,312.91,Red
202,10/20/17,2017,10,20,Friday,42,2017-42,325.17,325.81,319.25,324.76,973400,324.76,-0.001567864,315.19,312.9522,Red
203,10/23/17,2017,10,23,Monday,43,2017-43,325.13,327.91,319.83,320.45,842400,320.45,-0.013271331,316.43714289999997,312.83299999999997,Red
204,10/24/17,2017,10,24,Tuesday,43,2017-43,322.34,326.53,318.25,324.3,2978600,324.3,0.012014278,317.68642860000006,312.871,Red
205,10/25/17,2017,10,25,Wednesday,43,2017-43,283.04,283.99,273.78,277.01,9991100,277.01,-0.145821708,315.305,311.9556,Red
206,10/26/17,2017,10,26,Thursday,43,2017-43,275.35,282.66,270.0,281.52,3333700,281.52,0.016280925,313.43928569999997,311.1834,Red
207,10/27/17,2017,10,27,Friday,43,2017-43,280.66,282.4,275.31,276.12,1637400,276.12,-0.019181565,311.4535714,310.3474,Red
208,10/30/17,2017,10,30,Monday,44,2017-44,275.0,275.13,268.18,268.7,1769000,268.7,-0.026872313,308.4407143,309.4966,Red
209,10/31/17,2017,10,31,Tuesday,44,2017-44,268.14,272.78,264.9,271.9,1310500,271.9,0.011909123999999998,305.61285710000004,308.7628,Red
210,11/1/17,2017,11,1,Wednesday,44,2017-44,271.9,275.48,269.75,270.2,1035500,270.2,-0.006252231,302.47214289999994,308.0566,Red
211,11/2/17,2017,11,2,Thursday,44,2017-44,270.01,280.83,268.58,279.46,1952500,279.46,0.034270832,299.11571430000004,307.704,Red
212,11/3/17,2017,11,3,Friday,44,2017-44,277.39,278.63,271.5,273.53,1188900,273.53,-0.021219468999999998,295.7685714,307.1362,Red
213,11/6/17,2017,11,6,Monday,45,2017-45,273.37,276.41,270.59,275.77,835400,275.77,0.008189194,291.945,306.4758,Green
214,11/7/17,2017,11,7,Tuesday,45,2017-45,276.34,276.34,272.83,274.5,765400,274.5,-0.004605247,288.8207143,305.7254,Green
215,11/8/17,2017,11,8,Wednesday,45,2017-45,274.45,275.92,272.53,273.9,598900,273.9,-0.002185815,285.15142860000003,304.996,Green
216,11/9/17,2017,11,9,Thursday,45,2017-45,273.01,276.88,270.12,275.0,821500,275.0,0.004016087,281.59714289999994,304.1934,Green
217,11/10/17,2017,11,10,Friday,45,2017-45,275.0,281.0,273.51,279.45,1060800,279.45,0.016181863,278.66857139999996,303.4482,Green
218,11/13/17,2017,11,13,Monday,46,2017-46,272.72,279.25,263.0,277.5,1822000,277.5,-0.006978036,275.3257143,302.5992,Green
219,11/14/17,2017,11,14,Tuesday,46,2017-46,277.73,284.26,277.48,280.9,984400,280.9,0.01225223,275.60357139999996,302.0508,Green
220,11/15/17,2017,11,15,Wednesday,46,2017-46,279.6,287.25,277.82,285.45,1059900,285.45,0.016198001,275.88428569999996,301.4022,Green
221,11/16/17,2017,11,16,Thursday,46,2017-46,285.89,289.25,283.16,283.7,796700,283.7,-0.006130671,276.42571430000004,300.7312,Green
222,11/17/17,2017,11,17,Friday,46,2017-46,283.56,291.51,283.56,289.84,1277900,289.84,0.021642522999999997,277.93571430000003,300.5274,Green
223,11/20/17,2017,11,20,Monday,47,2017-47,289.84,289.84,282.17,283.25,760900,283.25,-0.02273667,278.74642860000006,300.0896,Red
224,11/21/17,2017,11,21,Tuesday,47,2017-47,284.04,284.04,277.85,279.51,768500,279.51,-0.013203848999999998,279.4114286,299.5032,Red
225,11/22/17,2017,11,22,Wednesday,47,2017-47,279.87,282.7,278.78,281.27,598600,281.27,0.0062966590000000005,279.5407143,298.8966,Red
226,11/24/17,2017,11,24,Friday,47,2017-47,281.19,282.5,278.56,279.31,335200,279.31,-0.006968363000000001,279.9535714,298.27099999999996,Red
227,11/27/17,2017,11,27,Monday,48,2017-48,278.86,279.97,271.65,274.52,966200,274.52,-0.017149435,279.8642857,297.4996,Green
228,11/28/17,2017,11,28,Tuesday,48,2017-48,274.9,286.06,272.23,285.86,1333200,285.86,0.041308454,280.67571430000004,297.1794,Green
229,11/29/17,2017,11,29,Wednesday,48,2017-48,297.0,304.47,292.27,301.99,3293800,301.99,0.056426243,282.6821429,297.151,Green
230,11/30/17,2017,11,30,Thursday,48,2017-48,302.0,308.18,301.14,304.39,1486100,304.39,0.007947364,284.7814286,296.991,Green
